index	word	lemma	posUni	posFine	morph	head	dep	_	coarse_dep
12	astebetez	astebete	NOUN	_	Case=Ins|Definite=Ind	9	obl	SpaceAfter=No	obl
2	loreek	lore	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Plur	4	nsubj	_	nsubj
3	izaera	izaera	NOUN	_	_	7	obj	_	obj
20	demokrazia	demokrazia	NOUN	_	_	21	nmod	_	nmod
21	ikasgairik	ikasgai	NOUN	_	Animacy=Inan|Case=Par|Definite=Ind	22	obj	_	obj
4	andereñoari	andereño	NOUN	_	Case=Dat|Definite=Def|Number=Sing	2	iobj	_	iobj
12	gehiagotan	gehi	NOUN	_	Case=Ine|Definite=Ind|Degree=Cmp	13	obl	_	obl
5	tiraldirik	tiraldi	NOUN	_	Case=Par|Definite=Ind	3	obj	_	obj
11	arazorik	arazo	NOUN	_	Animacy=Inan|Case=Par|Definite=Ind	12	obj	_	obj
4	lehendakaria	lehendakari	NOUN	_	Case=Abs|Definite=Def|Number=Sing	13	nsubj	_	nsubj
10	idazkari	idazkari	NOUN	_	_	4	conj	_	conj
2	tokitatik	toki	NOUN	_	Animacy=Inan|Case=Abl|Definite=Ind	3	obl	_	obl
3	moduko	modu	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	4	nmod	_	nmod
4	lana	lan	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	5	obj	_	obj
10	postuak	postu	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Sing	12	nsubj	_	nsubj
14	tristura	tristura	NOUN	_	_	12	obj	_	obj
17	podiumaren	podium	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Sing	18	nmod	_	nmod
18	atarian	atari	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	19	obl	_	obl
2	abertzaletasun	abertzaletasun	NOUN	_	_	6	obl	_	obl
5	arazoak	arazo	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	6	nsubj	_	nsubj
18	euskal	euskal	NOUN	_	_	19	nmod	_	nmod
19	abertzaletasuna	abertzaletasun	NOUN	_	Case=Abs|Definite=Def|Number=Sing	15	conj	_	conj
26	aurkari	aurkari	NOUN	_	_	23	cop	_	cop
1	errepide	errepide	NOUN	_	_	3	obj	_	obj
5	manifestariek	manifestari	NOUN	_	Case=Erg|Definite=Def|Number=Plur	3	nsubj	SpaceAfter=No	nsubj
8	denda	denda	NOUN	_	_	12	obj	_	obj
10	lantegi	lantegi	NOUN	_	_	8	conj	_	conj
2	hitz	hitz	NOUN	_	_	6	nsubj	_	nsubj
3	langilek	langile	NOUN	_	Animacy=Anim|Case=Erg|Definite=Ind	4	nsubj	_	nsubj
6	sektore	sektore	NOUN	_	_	4	obl	_	obl
11	beharginek	behargin	NOUN	_	Animacy=Anim|Case=Erg|Definite=Ind	9	nsubj	_	nsubj
1	herrialde	herrialde	NOUN	_	_	5	obl	_	obl
4	aizkolari	aizkolari	NOUN	_	Animacy=Anim|Case=Abs|Definite=Ind	5	nsubj	_	nsubj
7	lehian	lehia	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	5	obl	SpaceAfter=No	obl
1	behera	behe	NOUN	_	Animacy=Inan|Case=All|Definite=Def|Number=Sing	2	obl	_	obl
1	etorkin	etorkin	NOUN	_	_	4	obj	_	obj
6	eurotunelean	eurotunel	NOUN	_	Case=Ine|Definite=Def|Number=Sing	4	obl	SpaceAfter=No	obl
2	ostegunean	ostegun	NOUN	_	Case=Ine|Definite=Def|Number=Sing	8	obl	_	obl
5	ministro	ministro	NOUN	_	_	8	nsubj	_	nsubj
14	urte	urte	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	15	obl	_	obl
17	gatazka	gatazka	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	10	nsubj	SpaceAfter=No	nsubj
5	agintaldi	agintaldi	NOUN	_	_	7	obj	_	obj
8	asmoz	asmo	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	9	obl	_	obl
12	hautagaitza	hautagaitza	NOUN	_	Case=Abs|Definite=Def|Number=Sing	9	obj	SpaceAfter=No	obj
2	urtean	urte	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	9	obl	SpaceAfter=No	obl
8	aldiz	aldi	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	9	obl	_	obl
11	jendaurrean	jendaurre	NOUN	_	Case=Ine	9	obl	SpaceAfter=No	obl
3	preso	preso	NOUN	_	_	7	nsubj	_	nsubj
6	askatasunean	askatasun	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	7	obl	_	obl
12	espetxetik	espetxe	NOUN	_	Animacy=Inan|Case=Abl|Definite=Def|Number=Sing	7	obl	SpaceAfter=No	obl
2	selekzioarekin	selekzio	NOUN	_	Case=Com|Definite=Def|Number=Sing	3	obl	_	obl
5	jokalari	jokalari	NOUN	_	Animacy=Anim|Case=Abs|Definite=Ind	6	nsubj	_	nsubj
10	kalitate	kalitate	NOUN	_	_	12	nmod	_	nmod
12	jokalariak	jokalari	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Plur	13	obj	_	obj
15	lerroetan	lerro	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Plur	13	obl	_	obl
18	minututik	minutu	NOUN	_	Animacy=Inan|Case=Abl|Definite=Def|Number=Sing	19	obl	_	obl
2	herriko	herri	NOUN	_	Case=Loc|Definite=Def|Number=Sing	4	nmod	_	nmod
3	txirrindularien	txirrindulari	NOUN	_	Case=Gen	7	obl	_	obl
13	ongien	ongi	NOUN	_	Animacy=Anim|Case=Abs|Definite=Ind	7	obl	SpaceAfter=No	obl
7	urteetan	urte	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Plur	11	obl	_	obl
9	milioi	milioi	NOUN	_	_	11	obj	_	obj
10	pezeta	pezeta	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	9	nmod	_	nmod
16	libera	libera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	15	nmod	SpaceAfter=No	nmod
19	ekoizpena	ekoizpen	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	20	obj	_	obj
22	alor	alor	NOUN	_	_	26	nsubj	_	nsubj
24	industria	industria	NOUN	_	_	26	obj	_	obj
25	izaera	izaera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	24	nmod	_	nmod
1	nekazaritza	nekazaritza	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	7	nsubj	_	nsubj
3	abeltzaintza	abeltzaintza	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	1	conj	_	conj
5	udalerriko	udalerri	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	7	nmod	_	nmod
6	ekonomi	ekonomia	NOUN	_	_	7	nmod	_	nmod
7	iharduera	jarduera	NOUN	_	_	0	root	_	root
2	hiria	hiri	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	1	flat	_	flat
3	torneoko	torneo	NOUN	_	Case=Loc|Definite=Def|Number=Sing	2	flat	_	flat
4	finala	final	NOUN	_	Case=Abs|Definite=Def|Number=Sing	9	nsubj	SpaceAfter=No	nsubj
13	jokoz	joko	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	10	obl	_	obl
15	giroz	giro	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	13	conj	SpaceAfter=No	conj
1	irakasletza	irakasletza	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	2	obj	_	obj
4	kazetari	kazetari	NOUN	_	_	5	nmod	_	nmod
5	lanetan	lan	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Plur	6	obl	_	obl
2	pezeta	pezeta	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	10	obj	SpaceAfter=No	obj
5	udalaren	udal	NOUN	_	Case=Gen|Definite=Def|Number=Sing	6	nmod	_	nmod
6	trofeoa	trofeo	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	2	conj	_	conj
9	manta	manta	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	2	conj	_	conj
11	jokoan	joko	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	10	obl	_	obl
12	parte-hartzaileak	parte+-+hartzaile	NOUN	_	Case=Abs|Definite=Def|Number=Plur	10	nsubj	SpaceAfter=No	nsubj
4	tiraldi	tiraldi	NOUN	_	_	6	obj	_	obj
1	urtean	urte	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	5	obl	_	obl
3	milioi	milioi	NOUN	_	_	4	det	_	det
4	euro	euro	NOUN	_	Case=Abs|Definite=Ind	5	obj	_	obj
8	atzerriei	atzerri	NOUN	_	Case=Dat|Definite=Def|Number=Plur	9	iobj	_	iobj
14	bilioi	bilioi	NOUN	_	_	15	det	_	det
15	pezeta	pezeta	NOUN	_	_	11	conj	_	conj
18	miliar	miliar	NOUN	_	_	19	det	_	det
19	libera	libera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	11	conj	SpaceAfter=No	conj
3	gizonek	gizon	NOUN	_	Animacy=Anim|Case=Erg|Definite=Def|Number=Plur	7	nsubj	_	nsubj
6	nahi	nahi	NOUN	_	Case=Abs|Definite=Ind	7	compound	_	compound
9	larunbatean	larunbat	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	12	obl	_	obl
13	porrota	porrot	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	5	obj	_	obj
16	erarik	era	NOUN	_	Animacy=Inan|Case=Par|Definite=Ind	7	conj	_	conj
22	zalantzarik	zalantza	NOUN	_	Case=Abl	20	obl	_	obl
1	lasterketa	lasterketa	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	2	nsubj	_	nsubj
6	hormak	horma	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	11	nsubj	_	nsubj
10	afitxez	afitxa	NOUN	_	Case=Ins|Definite=Def|Number=Plur	11	obl	_	obl
7	galderari	galdera	NOUN	_	Animacy=Inan|Case=Dat|Definite=Def|Number=Sing	5	iobj	SpaceAfter=No	iobj
11	kabuz	kabu	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	12	obl	_	obl
1	gurasoen	guraso	NOUN	_	Case=Gen|Definite=Def|Number=Plur	2	nmod	_	nmod
2	erretratua	erretratu	NOUN	_	Case=Abs|Definite=Def|Number=Sing	3	obj	_	obj
1	klaustrokideek	klaustrokide	NOUN	_	Case=Erg|Definite=Def|Number=Plur	4	nsubj	_	nsubj
2	ordubeteko	ordubete	NOUN	_	_	3	nmod	_	nmod
3	epea	epe	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	obj	_	obj
5	minutu	minutu	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	3	nmod	_	nmod
2	jendetza	jendetza	NOUN	_	_	4	obj	_	obj
7	industrialde	industrialde	NOUN	_	_	9	obl	_	obl
10	zirkuitoaren	zirkuitu	NOUN	_	Case=Gen	4	obl	_	obl
13	prologo	prologo	NOUN	_	_	16	obj	_	obj
18	ikusleen	ikusle	NOUN	_	Case=Gen|Definite=Def|Number=Plur	19	nmod	_	nmod
19	kopurua	kopuru	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	20	obj	_	obj
3	herritar	herritar	NOUN	_	_	6	obj	_	obj
8	poliziak	polizia	NOUN	_	Case=Erg|Definite=Def|Number=Sing	6	nsubj	_	nsubj
10	armadak	armada	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Sing	8	conj	SpaceAfter=No	conj
2	garaipena	garaipen	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	3	obj	_	obj
6	finalerdiak	finalerdi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	5	obj	_	obj
1	musulmanen	musulman	NOUN	_	Case=Gen|Definite=Def|Number=Plur	2	nmod	_	nmod
2	liburu	liburu	NOUN	_	_	4	nsubj	_	nsubj
4	korana	koran	NOUN	_	Case=Abs|Definite=Def|Number=Sing	0	root	_	root
7	arabieraz	arabiera	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	5	obl	SpaceAfter=No	obl
2	neurketan	neurketa	NOUN	_	Case=Ine|Definite=Def|Number=Sing	6	obl	SpaceAfter=No	obl
2	gibeleko	gibel	NOUN	_	Case=Loc|Definite=Def|Number=Sing	3	nmod	_	nmod
3	atera	ate	NOUN	_	Animacy=Inan|Case=All|Definite=Def|Number=Sing	4	obl	_	obl
7	gelarena	gela	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	conj	_	conj
14	potta	potta	NOUN	_	_	16	obj	_	obj
24	gibeletik	gibel	NOUN	_	Case=Abl|Definite=Def|Number=Sing	22	nmod	SpaceAfter=No	nmod
9	ipurdi	ipurdi	NOUN	_	_	4	obj	_	obj
11	gauean	gau	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	4	obl	SpaceAfter=No	obl
1	miarriztarrek	miarriztar	NOUN	_	Case=Erg|Definite=Def|Number=Plur	2	nsubj	_	nsubj
10	uztartze	uztartze	NOUN	_	_	13	nsubj	_	nsubj
11	erdiak	erdi	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Sing	10	nmod	_	nmod
1	erasoa	eraso	NOUN	_	Case=Abs|Definite=Def|Number=Sing	2	nsubj	_	nsubj
4	unean	une	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	9	obl	SpaceAfter=No	obl
6	erromes	erromes	NOUN	_	_	7	nmod	_	nmod
8	mordoa	mordo	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	9	nsubj	_	nsubj
10	herrian	herri	NOUN	_	Case=Ine|Definite=Def|Number=Sing	9	obl	SpaceAfter=No	obl
1	ama	ama	NOUN	_	Case=Abs|Definite=Def|Number=Sing	2	obj	_	obj
3	gogoan	gogo	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	2	obl	_	obl
4	momentu	momentu	NOUN	_	_	2	obl	_	obl
8	itsaso	itsaso	NOUN	_	_	13	obl	_	obl
11	zirriztu	zirriztu	NOUN	_	_	13	nsubj	_	nsubj
15	ur	ur	NOUN	_	_	13	obl	_	obl
19	ama	ama	NOUN	_	Case=Abs|Definite=Def|Number=Sing	20	obj	_	obj
1	ikurrinak	ikurrin	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	5	nsubj	_	nsubj
11	elastiko	elastiko	NOUN	_	_	8	nsubj	_	nsubj
2	emaztegaiak	emaztegai	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Plur	3	nsubj	_	nsubj
2	nahi	nahi	NOUN	_	Case=Abs|Definite=Ind	3	compound	_	compound
6	exigentzia	exijentzia	NOUN	_	Case=Abs|Definite=Def|Number=Sing	9	obj	_	obj
13	ohore	ohore	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	1	ccomp	_	ccomp
5	jokalari	jokalari	NOUN	_	_	8	ccomp	_	ccomp
12	behar	behar	NOUN	_	Case=Abs|Definite=Ind	13	compound	_	compound
3	txirrindulariak	txirrindulari	NOUN	_	Case=Erg|Definite=Def|Number=Sing	5	nsubj	_	nsubj
4	prentsaurrekoa	prentsaurreko	NOUN	_	Case=Abs|Definite=Def|Number=Sing	5	obj	_	obj
9	erietxeko	erietxe	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	10	nmod	_	nmod
10	gelan	gela	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	5	obl	SpaceAfter=No	obl
16	helburua	helburu	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	20	nsubj	_	nsubj
4	herrialde	herrialde	NOUN	_	_	6	obl	_	obl
5	kideekin	kide	NOUN	_	Case=Com|Definite=Def|Number=Plur	4	nmod	_	nmod
7	arazoak	arazo	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	9	nsubj	_	nsubj
12	erakundeen	erakunde	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Plur	13	nmod	_	nmod
13	ibilmoldean	ibilmolde	NOUN	_	Case=Ine|Definite=Def|Number=Sing	15	obl	_	obl
14	aldaketarik	aldaketa	NOUN	_	Case=Par|Definite=Ind	15	obj	_	obj
16	ezean	ez	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	15	advcl	SpaceAfter=No	advcl
6	gripeak	gripe	NOUN	_	Case=Erg|Definite=Def|Number=Sing	7	nsubj	_	nsubj
11	hiesak	hies	NOUN	_	Case=Erg|Definite=Def|Number=Sing	15	nsubj	_	nsubj
3	bromarik	broma	NOUN	_	Case=Par|Definite=Ind	2	nsubj	_	nsubj
3	egoera	egoera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	0	root	_	root
1	urte	urte	NOUN	_	_	3	nmod	_	nmod
6	dantzaldiak	dantzaldi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	4	nsubj	_	nsubj
7	danbolineruaz	danbolineru	NOUN	_	Case=Ins|Definite=Def|Number=Sing	4	obl	_	obl
9	garizuma	garizuma	NOUN	_	_	10	nmod	_	nmod
10	sasoian	sasoi	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	12	obl	_	obl
2	komunitateari	komunitate	NOUN	_	Animacy=Inan|Case=Dat|Definite=Def|Number=Sing	6	iobj	_	iobj
4	gobernuaren	gobernu	NOUN	_	Case=Gen|Definite=Def|Number=Sing	5	nmod	_	nmod
5	jarrera	jarrera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	6	obj	_	obj
9	materia	materia	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	10	nsubj	_	nsubj
12	zehaztasunez	zehaztasun	NOUN	_	Animacy=Inan|Case=Ins|Definite=Def|Number=Plur	13	obl	_	obl
1	drogazale	drogazale	NOUN	_	Case=Abs|Definite=Ind	6	advcl	_	advcl
4	arrisku	arrisku	NOUN	_	_	6	obj	_	obj
12	arrisku	arrisku	NOUN	_	_	8	obj	_	obj
1	mugimendu	mugimendu	NOUN	_	_	5	nsubj	_	nsubj
3	pausu	pausu	NOUN	_	_	5	obj	_	obj
1	irailean	irail	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	2	obl	_	obl
4	gerra	gerra	NOUN	_	Case=Abs|Definite=Def|Number=Sing	2	nsubj	SpaceAfter=No	nsubj
4	gauzak	gauza	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	1	nsubj	SpaceAfter=No	nsubj
8	mehatxuak	mehatxu	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	10	nsubj	_	nsubj
12	nominan	nomina	NOUN	_	Case=Ine|Definite=Def|Number=Sing	10	obl	SpaceAfter=No	obl
1	igandean	igande	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	2	obl	_	obl
4	helikopteroa	helikoptero	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	2	nsubj	_	nsubj
5	behe	behe	NOUN	_	_	6	nmod	_	nmod
6	kanpamentura	kanpamentu	NOUN	_	Case=All|Definite=Def|Number=Sing	2	obl	SpaceAfter=No	obl
10	kideek	kide	NOUN	_	Case=Erg|Definite=Def|Number=Plur	14	nsubj	_	nsubj
11	plataforma	plataforma	NOUN	_	_	14	obj	_	obj
1	hilabete	hilabete	NOUN	_	_	3	obj	_	obj
5	estatu	estatu	NOUN	_	_	3	obl	_	obl
7	presidentea	presidente	NOUN	_	Case=Abs|Definite=Def|Number=Sing	8	obj	_	obj
9	hauteskundeen	hauteskunde	NOUN	_	Case=Gen	8	obl	_	obl
3	errefuxiatu	errefuxiatu	NOUN	_	_	6	nsubj	_	nsubj
7	beldur	beldur	NOUN	_	Case=Abs|Definite=Ind	8	compound	_	compound
2	nahia	nahi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	nsubj	_	nsubj
7	aurreko	aurre	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	8	nmod	_	nmod
8	puntuan	puntu	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	9	obl	_	obl
11	eskatzailearen	eskatzaile	NOUN	_	Case=Gen	14	nmod	_	nmod
14	egoerak	egoera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	9	conj	_	conj
5	hamaikakoarekin	hamaika	NOUN	_	Case=Com|Definite=Def|Number=Sing	6	obl	_	obl
9	aldaketa	aldaketa	NOUN	_	Case=Abs|Definite=Ind	10	nsubj	_	nsubj
13	taldea	talde	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	14	obj	_	obj
1	kostaldeko	kostalde	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	2	nmod	_	nmod
2	lur	lur	NOUN	_	_	3	nmod	_	nmod
3	problemak	problema	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	5	obj	_	obj
1	karguari	kargu	NOUN	_	Animacy=Inan|Case=Dat|Definite=Def|Number=Sing	2	iobj	_	iobj
5	keinuak	keinu	NOUN	_	Case=Abs|Definite=Def|Number=Plur	6	obj	_	obj
3	proba	proba	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	obj	_	obj
9	egunean	egun	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	15	obl	_	obl
11	minutu	minutu	NOUN	_	_	15	obj	_	obj
14	segundo	segundo	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	11	conj	_	conj
18	iragarpen	iragarpen	NOUN	_	_	0	root	_	root
4	erruduna	errudun	NOUN	_	Case=Abs|Definite=Def|Number=Sing	5	obj	_	obj
13	kartzelara	kartzela	NOUN	_	Animacy=Inan|Case=All|Definite=Def|Number=Sing	14	obl	_	obl
17	obrak	obra	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	20	obj	_	obj
19	hilabetez	hilabete	NOUN	_	Case=Ins|Definite=Ind	20	obl	_	obl
1	otsailean	otsail	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	7	obl	_	obl
5	defentsa	defentsa	NOUN	_	_	6	nmod	_	nmod
6	ministroa	ministro	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Sing	9	nsubj	_	nsubj
9	biktima	biktima	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	0	root	SpaceAfter=No	root
11	apirilean	apiril	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	10	nmod	_	nmod
15	aire	aire	NOUN	_	_	16	compound	_	compound
16	konpainiako	konpainia	NOUN	_	Case=Loc|Definite=Def|Number=Sing	17	nmod	_	nmod
17	buruzagia	buruzagi	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Sing	10	nsubj	_	nsubj
19	maiatzean	maiatz	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	18	nmod	_	nmod
23	gobernuburua	gobernuburu	NOUN	_	Case=Abs|Definite=Def|Number=Sing	18	nsubj	SpaceAfter=No	nsubj
1	aurkaria	aurkari	NOUN	_	Case=Abs|Definite=Def|Number=Sing	2	obj	_	obj
4	helburua	helburu	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	3	nsubj	SpaceAfter=No	nsubj
6	baloia	baloi	NOUN	_	Case=Abs|Definite=Def|Number=Sing	7	obj	_	obj
9	kontraerasoan	kontraeraso	NOUN	_	Case=Ine|Definite=Def|Number=Sing	10	obl	_	obl
3	egunetik	egun	NOUN	_	Animacy=Inan|Case=Abl|Definite=Def|Number=Sing	6	obl	_	obl
4	itsasoan	itsaso	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	6	obl	_	obl
9	probintziako	probintzia	NOUN	_	Case=Loc|Definite=Def|Number=Sing	10	nmod	_	nmod
10	ferry	ferry	NOUN	_	_	5	nsubj	_	nsubj
16	albiste	albiste	NOUN	_	_	18	nsubj	_	nsubj
2	pare	pare	NOUN	_	_	5	det	_	det
4	urtera	urte	NOUN	_	Case=All	1	nmod	_	nmod
6	emakumeak	emakume	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Plur	7	nsubj	_	nsubj
11	azterketa	azterketa	NOUN	_	_	14	obj	_	obj
2	ogroa-ren	ogroa	NOUN	_	Case=Gen|Definite=Ind	3	nmod	_	nmod
3	bukaera	bukaera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	6	nsubj	_	nsubj
9	erregea	errege	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	13	advcl	_	advcl
1	adierazpen	adierazpen	NOUN	_	_	3	nmod	_	nmod
2	askatasunaren	askatasun	NOUN	_	Case=Gen	5	nmod	_	nmod
5	eraso	eraso	NOUN	_	_	0	root	_	root
9	ebazpen	ebazpen	NOUN	_	_	5	nsubj	_	nsubj
12	amnistiaren	amnistia	NOUN	_	Case=Gen|Definite=Def|Number=Sing	13	nmod	_	nmod
13	aldeko	aldeko	NOUN	_	_	14	compound	_	compound
14	batzordeen	batzorde	NOUN	_	Case=Gen|Definite=Def|Number=Plur	15	nmod	_	nmod
21	irizpideak	irizpide	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	22	nsubj	_	nsubj
26	epaile	epaile	NOUN	_	_	28	obj	_	obj
7	urtetan	urte	NOUN	_	Animacy=Inan|Case=Ine|Definite=Ind	10	obl	_	obl
9	garaipen	garaipen	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	10	obj	_	obj
1	andereñoak	andereño	NOUN	_	Case=Erg|Definite=Def|Number=Sing	4	nsubj	_	nsubj
3	besoetan	beso	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Plur	4	obl	_	obl
6	autobuseko	autobus	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	8	nmod	_	nmod
8	eserlekura	eserleku	NOUN	_	Animacy=Inan|Case=All|Definite=Def|Number=Sing	9	obl	_	obl
12	haizeak	haize	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Sing	13	nsubj	_	nsubj
13	jotzeko	jo+tze	NOUN	_	Case=Loc|Definite=Def|Number=Sing	9	advcl	SpaceAfter=No	advcl
2	taldeak	talde	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Sing	8	nsubj	_	nsubj
2	dorrea	dorre	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	6	nsubj	_	nsubj
3	okupazio	okupazio	NOUN	_	_	6	nmod	_	nmod
6	sinboloetako	sinbolo	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Plur	0	root	_	root
9	ipar	ipar	NOUN	_	_	10	compound	_	compound
11	nazionalistentzat	nazionalista	NOUN	_	Case=Ben|Definite=Def|Number=Plur	8	obl	SpaceAfter=No	obl
3	urteotako	urte	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Plur	4	nmod	_	nmod
4	ibilbidearen	ibilbide	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Sing	5	nmod	_	nmod
5	txostena	txosten	NOUN	_	Case=Abs|Definite=Def|Number=Sing	6	obj	_	obj
