index	word	lemma	posUni	posFine	morph	head	dep	_	coarse_dep
4	badago	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3|Polarity=Pos	0	root	SpaceAfter=No	root
8	zapaltzen	zapaldu	VERB	_	Aspect=Imp|VerbForm=Inf	10	acl	_	acl
9	duten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	8	aux	_	aux
11	erabiltzen	erabili	VERB	_	Aspect=Imp|VerbForm=Inf	1	appos	_	appos
12	dutena	*edun	AUX	_	Case=Abs|Definite=Def|Mood=Ind|Number=Sing|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	11	aux	SpaceAfter=No	aux
13	azaldu	azaldu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
14	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	13	aux	_	aux
2	eman	eman	VERB	_	Aspect=Perf|VerbForm=Part	4	acl	_	acl
3	ditudan	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	2	aux	_	aux
8	landu	landu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	ditut	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	8	aux	_	aux
12	entrenatu	entrenatu	VERB	_	VerbForm=Part	8	conj	SpaceAfter=No	conj
2	esan	esan	VERB	_	VerbForm=Part	0	root	_	root
6	irten	irten	VERB	_	Aspect=Perf|VerbForm=Part	2	conj	_	conj
7	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	6	aux	SpaceAfter=No	aux
3	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	5	ccomp	_	ccomp
4	zutela	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	3	aux	_	aux
5	zirudien	iruditu	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
10	eman	eman	VERB	_	Aspect=Perf|VerbForm=Part	5	conj	_	conj
11	zioten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Plur|Person[abs]=3|Person[dat]=3|Person[erg]=3	10	aux	_	aux
4	izan	izan	AUX	_	VerbForm=Part	2	cop	_	cop
8	jaiotako	jaio	VERB	_	Case=Loc|VerbForm=Part	9	advcl	_	advcl
11	lortzen	lortu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
12	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	11	aux	_	aux
2	zeuzkan	eduki	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
13	orrazten	orraztu	VERB	_	Aspect=Imp|VerbForm=Inf	8	appos	_	appos
14	zuena	*edun	AUX	_	Case=Abs|Definite=Def|Mood=Ind|Number=Sing|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	13	aux	SpaceAfter=No	aux
4	hartu	hartu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	eraman	eraman	VERB	_	Aspect=Perf|VerbForm=Part	4	conj	_	conj
10	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	9	aux	SpaceAfter=No	aux
2	azaldu	azaldu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	dit	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=1|Person[erg]=3	2	aux	_	aux
7	sartu	sartu	VERB	_	VerbForm=Part	2	advcl	_	advcl
12	goazela	joan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=1	7	conj	SpaceAfter=No	conj
8	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	11	cop	_	cop
9	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	8	aux	_	aux
3	huan	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=2|Polite[erg]=Infm	6	aux	_	aux
6	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
2	etorri	etorri	VERB	_	VerbForm=Part	8	advcl	_	advcl
5	dut	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	8	aux	_	aux
6	entrenatzeko	entrenatu	VERB	_	Case=Loc	7	advcl	_	advcl
8	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	SpaceAfter=No	root
13	sortu	sortu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
14	zizkieten	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[dat]=Plur|Number[erg]=Plur|Person[abs]=3|Person[dat]=3|Person[erg]=3	13	aux	_	aux
24	sartuz	sartu	VERB	_	Case=Ins|Definite=Ind|VerbForm=Part	13	advcl	SpaceAfter=No	advcl
3	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	5	acl	_	acl
4	duen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	3	aux	_	aux
6	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	8	cop	_	cop
7	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	6	aux	_	aux
3	zeukan	eduki	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
6	etxeratzea	etxeratu	VERB	_	Case=Abs	7	obj	_	obj
7	aldarrikatzeko	aldarrikatu	VERB	_	Case=Loc	8	nmod	_	nmod
9	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	9	aux	_	aux
3	gauzatu	gauzatu	VERB	_	VerbForm=Part	5	advcl	_	advcl
5	izateko	izan	VERB	_	Case=Abs|Definite=Ind	9	advcl	_	advcl
9	aurkitzeari	aurkitu	VERB	_	Case=Dat|Definite=Def|Number=Sing	10	advcl	_	advcl
10	ekin	ekin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
11	zion	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	10	aux	_	aux
5	aldatuz	aldatu	VERB	_	Case=Ins|Definite=Ind|VerbForm=Part	7	advcl	SpaceAfter=No	advcl
7	gutxitu	gutxitu	VERB	_	VerbForm=Part	0	root	_	root
8	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	7	aux	_	aux
9	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	7	aux	_	aux
8	aldarrikatzen	aldarrikatu	VERB	_	Aspect=Imp|VerbForm=Inf	14	advcl	_	advcl
9	dituelarik	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	8	aux	_	aux
14	jasotzen	jaso	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
15	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	14	aux	SpaceAfter=No	aux
1	ikusteko	ikusi	VERB	_	Case=Abs|Definite=Ind	2	advcl	_	advcl
2	dago	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	0	root	_	root
8	helduko	heldu	VERB	_	Aspect=Prosp|VerbForm=Part	1	ccomp	_	ccomp
9	dioten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Plur|Person[abs]=3|Person[dat]=3|Person[erg]=3	8	aux	SpaceAfter=No	aux
6	zen	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	7	cop	_	cop
7	amaitzekoa	amaitu	VERB	_	Case=Abs|Definite=Def|Number=Sing	0	root	SpaceAfter=No	root
20	betetzeko	bete	VERB	_	Case=Loc	21	advcl	_	advcl
22	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	6	conj	_	conj
23	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	22	aux	SpaceAfter=No	aux
2	behatzen	behatu	VERB	_	Case=Ine	0	root	SpaceAfter=No	root
12	zituzten	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	15	acl	_	acl
17	utzi	utzi	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
18	zien	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	17	aux	_	aux
22	sartzen	sartu	VERB	_	Case=Ine	17	advcl	SpaceAfter=No	advcl
7	eman	eman	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
8	zituzten	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	7	aux	SpaceAfter=No	aux
12	nabarmendu	nabarmendu	VERB	_	Aspect=Perf|VerbForm=Part	7	conj	_	conj
13	zuten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	12	aux	_	aux
14	zigortuak	zigortu	VERB	_	Case=Abs|Definite=Def|Number=Plur|VerbForm=Part	17	nsubj	_	nsubj
16	direla	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	17	cop	_	cop
3	jokatuko	jokatu	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
4	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	3	aux	_	aux
6	nagusitu	nagusitu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
7	zitzaion	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=3	6	aux	_	aux
6	indartuta	indartu	VERB	_	VerbForm=Part	0	root	_	root
7	daude	egon	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	6	cop	SpaceAfter=No	cop
6	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	cop	_	cop
2	sartu	sartu	VERB	_	VerbForm=Part	8	advcl	_	advcl
6	egin	egin	VERB	_	VerbForm=Part	8	xcomp	_	xcomp
8	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	genituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	8	aux	SpaceAfter=No	aux
21	baita	izan	VERB	_	_	8	advcl	_	advcl
25	izan	izan	AUX	_	VerbForm=Part	24	cop	SpaceAfter=No	cop
7	eskatu	eskatu	VERB	_	VerbForm=Part	0	root	_	root
9	du	ukan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	7	aux	_	aux
4	egon	egon	VERB	_	VerbForm=Part	5	xcomp	_	xcomp
5	beharko	behar_izan	VERB	_	_	0	root	_	root
6	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	5	aux	SpaceAfter=No	aux
9	izango	izan	AUX	_	Aspect=Prosp|VerbForm=Part	11	cop	_	cop
10	baita	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	aux	_	aux
2	heldu	heldu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	aux	_	aux
9	ziren	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	10	acl	_	acl
14	egokitu	egokitu	VERB	_	VerbForm=Part	2	advcl	_	advcl
4	nuke	ukan	VERB	_	Aspect=Prog|Mood=Cnd|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	0	root	_	root
8	ikus	ikusi	VERB	_	VerbForm=Inf	5	ccomp	_	ccomp
9	nazaten	*ezan	AUX	_	Mood=Sub|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=1|Person[erg]=3	8	aux	SpaceAfter=No	aux
8	zituenean	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
5	du	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
3	agurtu	agurtu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
4	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	3	aux	_	aux
3	urtzen	urtu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
4	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	aux	SpaceAfter=No	aux
5	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	7	aux	_	aux
7	atera	atera	VERB	_	Aspect=Perf|VerbForm=Part	0	root	SpaceAfter=No	root
3	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	cop	_	cop
5	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	2	csubj	_	csubj
6	naizela	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=1	5	aux	_	aux
16	den	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	18	aux	_	aux
18	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	12	advcl	SpaceAfter=No	advcl
5	zatitutako	zatitu	VERB	_	Case=Loc|VerbForm=Part	7	advcl	_	advcl
9	zegoen	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	0	root	SpaceAfter=No	root
9	hartzea	hartu	VERB	_	Case=Abs	11	xcomp	_	xcomp
11	jo	jo	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
12	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	11	aux	_	aux
3	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
4	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	3	aux	SpaceAfter=No	aux
9	egindako	egin	VERB	_	Case=Loc|VerbForm=Part	10	advcl	_	advcl
12	txikitu	txikitu	VERB	_	Aspect=Perf|VerbForm=Part	3	conj	_	conj
13	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	12	aux	SpaceAfter=No	aux
3	jokatzen	jokatu	VERB	_	Aspect=Imp|VerbForm=Inf	6	acl	_	acl
4	dugun	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	3	aux	_	aux
7	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	10	cop	_	cop
8	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	7	aux	_	aux
14	gara	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=1	16	aux	_	aux
16	hasi	hasi	VERB	_	Aspect=Perf|VerbForm=Part	7	conj	SpaceAfter=No	conj
5	bazabiltza	ibili	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=2	13	advcl	_	advcl
7	berezitu	berezitu	VERB	_	VerbForm=Part	5	advcl	_	advcl
13	sarituko	saritu	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
14	zaitu	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=2|Person[erg]=3	13	aux	SpaceAfter=No	aux
3	badaki	jakin	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3|Polarity=Pos	0	root	_	root
5	dela	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	ccomp	_	ccomp
10	esan	esan	VERB	_	VerbForm=Part	3	conj	_	conj
11	egiten	egin	VERB	_	Aspect=Imp|VerbForm=Inf	10	aux	_	aux
12	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	10	aux	_	aux
14	nahasteko	nahastu	VERB	_	Case=Abs|Definite=Ind	10	advcl	SpaceAfter=No	advcl
1	saltzeko	saldu	VERB	_	Case=Loc	3	nmod	_	nmod
4	jo	jo	VERB	_	Aspect=Perf|VerbForm=Part	6	advcl	_	advcl
5	zuten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	4	aux	_	aux
8	pasa	pasatu	VERB	_	VerbForm=Inf	7	nmod	_	nmod
9	irabazi	irabazi	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	9	aux	_	aux
3	laguntzea	lagundu	VERB	_	Case=Abs	0	root	_	root
4	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	cop	SpaceAfter=No	cop
3	betetako	bete	VERB	_	Case=Loc|Definite=Ind|VerbForm=Part	4	advcl	_	advcl
5	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
6	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	5	aux	SpaceAfter=No	aux
5	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	7	acl	_	acl
6	diren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	5	aux	_	aux
11	egingo	egin	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
12	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	11	aux	_	aux
21	galtzeko	galdu	VERB	_	Case=Loc	22	advcl	_	advcl
23	baitago	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	11	advcl	_	advcl
4	egiteko	egin	VERB	_	Case=Loc	10	advcl	_	advcl
8	sendotzea	sendotu	VERB	_	Case=Abs	10	xcomp	_	xcomp
10	jo	jo	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
11	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	10	aux	_	aux
16	jakinarazi	jakinaraz	VERB	_	Voice=Cau	10	conj	_	conj
17	die	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	16	aux	_	aux
2	pozten	poztu	VERB	_	Aspect=Imp|VerbForm=Inf	4	ccomp	_	ccomp
3	zela	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	aux	_	aux
4	erantsi	erantsi	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
5	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	_	aux
4	dagoen	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	5	acl	_	acl
6	suntsitzen	suntsitu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
7	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	6	aux	_	aux
16	dagoen	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	17	acl	_	acl
18	itsutatzen	itsutatu	VERB	_	Aspect=Imp|VerbForm=Inf	6	conj	_	conj
19	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	18	aux	SpaceAfter=No	aux
3	itzuliko	itzuli	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
4	dio	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	3	aux	_	aux
3	zait	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=1	0	root	_	root
8	dagola	egon	VERB	_	Aspect=Prog|Mood=Sub|Number[abs]=Sing|Person[abs]=3	3	ccomp	SpaceAfter=No	ccomp
12	erranen	erran	VERB	_	Aspect=Prosp|VerbForm=Part	8	advcl	_	advcl
13	duen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	12	aux	_	aux
19	betetzeko	bete	VERB	_	Case=Abs|Definite=Ind	8	advcl	SpaceAfter=No	advcl
6	bidalitako	bidali	VERB	_	Case=Loc|VerbForm=Part	8	advcl	_	advcl
16	aurkitu	aurkitu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
17	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	16	aux	SpaceAfter=No	aux
4	eutsi	eutsi	VERB	_	VerbForm=Part	6	xcomp	_	xcomp
6	diote	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Plur|Person[abs]=3|Person[dat]=3|Person[erg]=3	0	root	_	root
2	dut	ukan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	3	cop	_	cop
5	izatea	izan	VERB	_	Case=Abs	3	xcomp	SpaceAfter=No	xcomp
9	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	9	aux	_	aux
8	duela	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	9	aux	_	aux
9	jaso	jaso	VERB	_	Aspect=Perf|VerbForm=Part	10	ccomp	_	ccomp
10	dio	esan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
17	egotzi	egotzi	VERB	_	Aspect=Perf|VerbForm=Part	10	conj	_	conj
18	dizkio	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	17	aux	SpaceAfter=No	aux
6	aurkeztu	aurkeztu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
7	genuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	6	aux	SpaceAfter=No	aux
6	desjabetze	desjabetu	VERB	_	_	7	nmod	_	nmod
8	izatea	izan	AUX	_	Case=Abs	7	cop	_	cop
10	zen	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	0	root	SpaceAfter=No	root
15	zuten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	17	aux	_	aux
17	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	10	conj	_	conj
20	sartu	sartu	VERB	_	VerbForm=Part	17	advcl	_	advcl
4	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	1	cop	_	cop
9	gelditzen	gelditu	VERB	_	Aspect=Imp|VerbForm=Inf	4	conj	_	conj
10	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	9	aux	_	aux
11	egiteko	egin	VERB	_	Case=Abs|Definite=Ind	9	advcl	SpaceAfter=No	advcl
15	eskuratzeko	eskuratu	VERB	_	Case=Loc	16	advcl	_	advcl
17	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
18	ziren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	17	aux	SpaceAfter=No	aux
10	dela	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	cop	_	cop
11	baiezta	baieztatu	VERB	_	VerbForm=Inf	14	ccomp	_	ccomp
12	dezakegula	*ezan	AUX	_	Mood=Pot|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	11	aux	_	aux
14	dugu	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	0	root	SpaceAfter=No	root
4	antolatzea	antolatu	VERB	_	Case=Abs	6	xcomp	_	xcomp
5	dute	ukan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	6	cop	_	cop
3	atzeratua	atzeratu	VERB	_	Case=Abs|Definite=Def|Number=Sing|VerbForm=Part	2	nmod	_	nmod
11	bihurtu	bihurtu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
12	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	11	aux	SpaceAfter=No	aux
2	aritu	aritu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	aux	_	aux
6	daude	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	0	root	_	root
7	atzeratuta	atzeratu	VERB	_	VerbForm=Part	6	advcl	SpaceAfter=No	advcl
6	bada	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	advcl	SpaceAfter=No	advcl
9	geratu	geratu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	zara	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=2	9	aux	_	aux
14	zentozela	etorri	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=2	9	advcl	SpaceAfter=No	advcl
6	segituko	segitu	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
7	dio	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	6	aux	SpaceAfter=No	aux
15	esan	esan	VERB	_	VerbForm=Part	6	advcl	_	advcl
16	duenez	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	15	aux	SpaceAfter=No	aux
5	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	4	cop	_	cop
